"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID","Species_group","Admitted_date"
"284","5/23/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","847_ANHU","Non-Selasphorus",1995-05-23
"285","2/19/2013","Died","Lindsey","No","ANHU","Male","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","4609_ANHU","Non-Selasphorus",2013-02-19
"286","4/18/1991","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","76_ANHU","Non-Selasphorus",1991-04-18
"287","5/21/1993","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","474_ANHU","Selasphorus",1993-05-21
"288","4/19/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3260_ANHU","Non-Selasphorus",2007-04-19
"289","6/9/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5370_ANHU","Selasphorus",2015-06-09
"290","5/11/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2689_ANHU","Non-Selasphorus",2004-05-11
"291","3/24/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1999_ANHU","Non-Selasphorus",2001-03-24
"292","9/14/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2566_ANHU","Non-Selasphorus",2003-09-14
"293","6/14/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","nest-related","Non-selasphorus spp.","1264_ANHU","Non-Selasphorus",1997-06-14
"294","9/13/2014","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Fall","found on the ground","Selasphorus spp.","5106_RUHU","Selasphorus",2014-09-13
"295","6/22/2012","Released","malibu","No","Selasphorus","Female-like ","adult-like",-365,"Summer","unknown","Selasphorus spp.","6003_ALHU","Selasphorus",2012-06-22
"296","6/4/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6257_ALHU","Selasphorus",2014-06-04
"297","6/11/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1260_ANHU","Selasphorus",1997-06-11
"298","4/21/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1214_ANHU","Non-Selasphorus",1997-04-21
"299","2/15/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","found on the ground","Selasphorus spp.","6042_ALHU","Selasphorus",2014-02-15
"300","2/20/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4879_ANHU","Non-Selasphorus",2014-02-20
"301","12/8/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4841_ANHU","Non-Selasphorus",2013-12-08
"302","2/25/2016","Released","malibu","Yes","Selasphorus","Male","adult-like",0,"Winter","found on the ground","Selasphorus spp.","6629_ALHU","Selasphorus",2016-02-25
"303","3/19/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2178_ANHU","Non-Selasphorus",2002-03-19
"304","5/23/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2047_ANHU","Non-Selasphorus",2001-05-23
"305","5/14/1994","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","642_ALHU","Selasphorus",1994-05-14
"306","11/6/2011","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Fall","suspect torpor-like state","Non-selasphorus spp.","4320_ANHU","Non-Selasphorus",2011-11-06
"307","2/25/1995","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","758_ANHU","Selasphorus",1995-02-25
"308","6/21/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","2927_ANHU","Non-Selasphorus",2005-06-21
"309","5/17/1992","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","282_ANHU","Selasphorus",1992-05-17
"310","3/24/1996","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","991_ANHU","Non-Selasphorus",1996-03-24
"311","3/21/1993","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","408_ANHU","Selasphorus",1993-03-21
"312","5/24/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2255_ANHU","Non-Selasphorus",2002-05-24
"313","4/29/2014","Released","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","6111_ALHU","Selasphorus",2014-04-29
"314","6/13/1995","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","866_ANHU","Selasphorus",1995-06-13
"315","3/29/2013","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","found on the ground","Selasphorus spp.","4666_ALHU","Selasphorus",2013-03-29
"316","3/1/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3016_ANHU","Non-Selasphorus",2006-03-01
"317","5/17/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2881_ANHU","Selasphorus",2005-05-17
"318","8/31/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6576_ALHU","Selasphorus",2015-08-31
"319","6/15/1998","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1440_ANHU","Selasphorus",1998-06-15
"320","3/3/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2626_ANHU","Non-Selasphorus",2004-03-03
"321","6/13/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","673_ANHU","Non-Selasphorus",1994-06-13
"322","6/23/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2283_ANHU","Selasphorus",2002-06-23
"323","3/13/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1985_ANHU","Non-Selasphorus",2001-03-13
"324","6/10/2003","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2507_ANHU","Selasphorus",2003-06-10
"325","1/21/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","13_ANHU","Non-Selasphorus",1991-01-21
"326","4/17/2007","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","3258_ANHU","Non-Selasphorus",2007-04-17
"327","6/3/2013","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5830_ANHU","Non-Selasphorus",2013-06-03
"328","4/5/2014","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6082_ALHU","Selasphorus",2014-04-05
"329","6/18/1993","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","496_ANHU","Non-Selasphorus",1993-06-18
"330","8/5/2016","Released","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","6913_ANHU","Non-Selasphorus",2016-08-05
"331","3/8/2010","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3882_ANHU","Selasphorus",2010-03-08
"332","4/6/1999","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","1579_ANHU","Selasphorus",1999-04-06
"333","5/24/2014","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5012_ANHU","Non-Selasphorus",2014-05-24
"334","6/1/1994","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","658_ANHU","Selasphorus",1994-06-01
"335","3/25/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6687_ALHU","Selasphorus",2016-03-25
"336","3/9/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2814_ANHU","Non-Selasphorus",2005-03-09
"337","2/14/1995","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","752_ANHU","Selasphorus",1995-02-14
"338","5/5/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2685_ANHU","Selasphorus",2004-05-05
"339","6/15/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5384_ANHU","Non-Selasphorus",2015-06-15
"340","10/9/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5720_ANHU","Non-Selasphorus",2016-10-09
"341","4/11/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5261_ANHU","Selasphorus",2015-04-11
"342","6/4/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6746_ALHU","Selasphorus",2016-06-04
"343","4/27/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","267_ANHU","Non-Selasphorus",1992-04-27
"344","6/18/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","3992_ANHU","Selasphorus",2010-06-18
"345","4/29/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","161_ANHU","Non-Selasphorus",1991-04-29
"346","7/22/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","unknown","Non-selasphorus spp.","4032_ANHU","Non-Selasphorus",2010-07-22
"347","5/24/1991","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","162_ANHU","Non-Selasphorus",1991-05-24
"348","12/27/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","562_ANHU","Non-Selasphorus",1993-12-27
"349","4/17/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2661_ANHU","Non-Selasphorus",2004-04-17
"350","6/21/2000","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1864_ANHU","Non-Selasphorus",2000-06-21
"351","2/20/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1338_ANHU","Non-Selasphorus",1998-02-20
"352","8/11/2010","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4050_ANHU","Non-Selasphorus",2010-08-11
"353","5/27/2013","Died","Lindsey","Yes","Selasphorus","unknown","Nestling",2,"Spring","nest-related","Selasphorus spp.","4735_ALHU","Selasphorus",2013-05-27
"354","10/10/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","929_ANHU","Non-Selasphorus",1995-10-10
"355","4/2/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3903_ANHU","Non-Selasphorus",2010-04-02
"356","3/11/1997","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1171_ANHU","Non-Selasphorus",1997-03-11
"357","6/24/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4001_ANHU","Selasphorus",2010-06-24
"358","9/7/2013","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4812_ANHU","Non-Selasphorus",2013-09-07
"359","10/20/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3582_ANHU","Non-Selasphorus",2008-10-20
"360","10/25/2008","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3583_ANHU","Non-Selasphorus",2008-10-25
"361","4/18/2012","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4438_ANHU","Selasphorus",2012-04-18
"362","3/28/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2830_ANHU","Non-Selasphorus",2005-03-28
"363","3/25/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","795_ANHU","Non-Selasphorus",1995-03-25
"364","3/11/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","unknown","Non-selasphorus spp.","3022_ANHU","Selasphorus",2006-03-11
"365","10/9/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","4064_ANHU","Non-Selasphorus",2010-10-09
"366","5/1/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5303_ANHU","Non-Selasphorus",2015-05-01
"367","3/25/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3036_ANHU","Non-Selasphorus",2006-03-25
"368","7/2/2002","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",4,"Summer","nest-related","Non-selasphorus spp.","2298_ANHU","Selasphorus",2002-07-02
"369","4/20/2006","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","3065_ALHU","Selasphorus",2006-04-20
"370","7/4/2013","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4784_ANHU","Non-Selasphorus",2013-07-04
"371","4/7/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","6862_ANHU","Non-Selasphorus",2016-04-07
"372","3/28/2009","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3664_ANHU","Selasphorus",2009-03-28
"373","3/2/1998","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1350_ANHU","Non-Selasphorus",1998-03-02
"374","5/21/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1423_ANHU","Non-Selasphorus",1998-05-21
"375","4/15/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2217_ANHU","Non-Selasphorus",2002-04-15
"376","11/1/2014","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","6325_ANHU","Non-Selasphorus",2014-11-01
"377","6/5/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","caught by domestic animal","Selasphorus spp.","5836_ALHU","Selasphorus",2013-06-05
"378","5/15/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5607_ANHU","Non-Selasphorus",2016-05-15
"379","6/15/1995","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","869_ALHU","Selasphorus",1995-06-15
"380","8/29/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","919_ANHU","Non-Selasphorus",1995-08-29
"381","6/17/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","6307_ALHU","Selasphorus",2014-06-17
"382","1/31/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","746_ANHU","Non-Selasphorus",1995-01-31
"383","4/24/1991","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","81_ALHU","Selasphorus",1991-04-24
"384","5/7/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","637_ANHU","Non-Selasphorus",1994-05-07
"385","2/12/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3616_ANHU","Non-Selasphorus",2009-02-12
"386","3/19/2014","Released","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","6189_ALHU","Selasphorus",2014-03-19
"387","11/9/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","window hit","Non-selasphorus spp.","1720_ANHU","Non-Selasphorus",1999-11-09
"388","4/3/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1008_ANHU","Non-Selasphorus",1996-04-03
"389","6/21/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1084_ANHU","Non-Selasphorus",1996-06-21
"390","4/5/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2012_ANHU","Non-Selasphorus",2001-04-05
"391","9/14/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3155_ANHU","Non-Selasphorus",2006-09-14
"392","10/11/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3821_ANHU","Non-Selasphorus",2009-10-11
"393","3/23/2013","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5759_ANHU","Non-Selasphorus",2013-03-23
"394","8/24/2008","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","caught by domestic animal","Selasphorus spp.","3566_ALHU","Selasphorus",2008-08-24
"395","3/11/2014","Released","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6058_ALHU","Selasphorus",2014-03-11
"396","7/9/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6328_ALHU","Selasphorus",2014-07-09
"397","3/20/1993","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","404_ANHU","Non-Selasphorus",1993-03-20
"398","4/11/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3249_ANHU","Non-Selasphorus",2007-04-11
"399","4/22/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2860_ANHU","Non-Selasphorus",2005-04-22
"400","1/10/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","found on the ground","Selasphorus spp.","6029_ALHU","Selasphorus",2014-01-10
"401","6/5/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","4746_ANHU","Selasphorus",2013-06-05
"402","5/20/2009","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","3736_ANHU","Non-Selasphorus",2009-05-20
"403","4/14/1999","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","1592_ANHU","Selasphorus",1999-04-14
"404","1/15/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1530_ANHU","Non-Selasphorus",1999-01-15
"405","4/6/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2443_ANHU","Non-Selasphorus",2003-04-06
"406","3/5/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4627_ANHU","Non-Selasphorus",2013-03-05
"407","2/10/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4358_ANHU","Non-Selasphorus",2012-02-10
"408","4/29/2001","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","found on the ground","Non-selasphorus spp.","2030_ANHU","Non-Selasphorus",2001-04-29
"409","8/4/2011","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4288_ANHU","Non-Selasphorus",2011-08-04
"410","6/18/1998","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","1441_ANHU","Non-Selasphorus",1998-06-18
"411","5/17/2006","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3092_ANHU","Selasphorus",2006-05-17
"412","6/5/2014","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","6129_ALHU","Selasphorus",2014-06-05
"413","1/4/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4854_ANHU","Non-Selasphorus",2014-01-04
"414","5/28/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6439_ALHU","Selasphorus",2015-05-28
"415","3/29/2016","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5553_ANHU","Non-Selasphorus",2016-03-29
"416","12/8/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5136_ANHU","Non-Selasphorus",2014-12-08
"417","1/30/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","unknown","Non-selasphorus spp.","3851_ANHU","Non-Selasphorus",2010-01-30
"418","3/8/2007","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3215_ANHU","Non-Selasphorus",2007-03-08
"419","8/20/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2327_ANHU","Non-Selasphorus",2002-08-20
"420","11/7/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3382_ANHU","Non-Selasphorus",2007-11-07
"421","6/24/2007","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3337_ANHU","Selasphorus",2007-06-24
"422","6/11/1993","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","492_ANHU","Non-Selasphorus",1993-06-11
"423","7/12/2013","Released","malibu","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","6018_ANHU","Non-Selasphorus",2013-07-12
"424","6/15/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5385_ANHU","Non-Selasphorus",2015-06-15
"425","7/30/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","found on the ground","Selasphorus spp.","6768_RUHU","Selasphorus",2016-07-30
"426","8/1/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","1898_ANHU","Non-Selasphorus",2000-08-01
"427","5/1/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Spring","unknown","Selasphorus spp.","6404_ALHU","Selasphorus",2015-05-01
"428","10/26/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","184_ANHU","Non-Selasphorus",1991-10-26
"429","6/18/2004","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2724_ANHU","Non-Selasphorus",2004-06-18
"430","1/21/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6841_ANHU","Non-Selasphorus",2016-01-21
"431","11/5/2013","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",4,"Fall","unknown","Selasphorus spp.","5907_ALHU","Selasphorus",2013-11-05
"432","7/2/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3132_ANHU","Non-Selasphorus",2006-07-02
"433","9/19/1994","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Fall","found on the ground","Selasphorus spp.","727_ALHU","Selasphorus",1994-09-19
"434","6/26/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","885_ANHU","Non-Selasphorus",1995-06-26
"435","3/20/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5538_ANHU","Non-Selasphorus",2016-03-20
"436","4/29/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1813_ANHU","Non-Selasphorus",2000-04-29
"437","8/8/2011","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4291_ANHU","Non-Selasphorus",2011-08-08
"438","8/24/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","1302_ANHU","Non-Selasphorus",1997-08-24
"439","6/10/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1851_ANHU","Non-Selasphorus",2000-06-10
"440","5/7/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",14,"Spring","found on the ground","Non-selasphorus spp.","5597_ANHU","Non-Selasphorus",2016-05-07
"441","1/26/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2370_ANHU","Non-Selasphorus",2003-01-26
"442","9/26/2016","Died","Santa Barbara","No","ANHU","Male","adult-like",0,"Fall","window hit","Non-selasphorus spp.","6927_ANHU","Non-Selasphorus",2016-09-26
"443","6/26/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2938_ANHU","Selasphorus",2005-06-26
"444","1/31/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","window hit","Non-selasphorus spp.","4354_ANHU","Non-Selasphorus",2012-01-31
