"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID","Species_group","Admitted_date"
"2422","1/14/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5149_ANHU","Non-Selasphorus",2015-01-14
"2423","6/2/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","660_ANHU","Non-Selasphorus",1994-06-02
"2424","4/17/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3694_ANHU","Non-Selasphorus",2009-04-17
"2425","4/11/1998","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","window hit","Selasphorus spp.","1375_RUHU","Selasphorus",1998-04-11
"2426","12/29/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5143_ANHU","Non-Selasphorus",2014-12-29
"2427","3/21/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5543_ANHU","Non-Selasphorus",2016-03-21
"2428","4/21/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2667_ANHU","Non-Selasphorus",2004-04-21
"2429","4/7/2004","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2652_ANHU","Non-Selasphorus",2004-04-07
"2430","6/3/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2265_ANHU","Non-Selasphorus",2002-06-03
"2431","5/11/1995","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","840_ALHU","Selasphorus",1995-05-11
"2432","5/4/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4196_ANHU","Non-Selasphorus",2011-05-04
"2433","5/14/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6604_ALHU","Selasphorus",2015-05-14
"2434","6/12/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","494_ANHU","Non-Selasphorus",1993-06-12
"2435","4/11/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4425_ANHU","Non-Selasphorus",2012-04-11
"2436","3/28/2013","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","5765_ALHU","Selasphorus",2013-03-28
"2437","3/17/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","3225_ANHU","Non-Selasphorus",2007-03-17
"2438","1/16/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","198_ANHU","Non-Selasphorus",1992-01-16
"2439","4/30/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2680_ANHU","Selasphorus",2004-04-30
"2440","9/6/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1907_ANHU","Non-Selasphorus",2000-09-06
"2441","6/4/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5624_ANHU","Non-Selasphorus",2016-06-04
"2442","2/9/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Winter","found on the ground","Selasphorus spp.","6353_ALHU","Selasphorus",2015-02-09
"2443","6/8/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3313_ANHU","Non-Selasphorus",2007-06-08
"2444","10/15/2016","Died","malibu","Yes","Selasphorus","Male","adult-like",3,"Fall","unknown","Selasphorus spp.","6813_ALHU","Selasphorus",2016-10-15
"2445","3/3/1997","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1166_ANHU","Selasphorus",1997-03-03
"2446","6/9/1998","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","1437_ALHU","Selasphorus",1998-06-09
"2447","4/27/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6285_ALHU","Selasphorus",2014-04-27
"2448","4/12/2016","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","6693_ALHU","Selasphorus",2016-04-12
"2449","8/10/1993","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","536_ALHU","Selasphorus",1993-08-10
"2450","7/26/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","6910_ANHU","Non-Selasphorus",2016-07-26
"2451","7/5/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2948_ANHU","Non-Selasphorus",2005-07-05
"2452","6/26/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","331_ANHU","Non-Selasphorus",1992-06-26
"2453","4/27/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6700_ALHU","Selasphorus",2016-04-27
"2454","3/21/2008","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3442_ANHU","Non-Selasphorus",2008-03-21
"2455","6/17/2015","Released","malibu","Yes","ANHU","Female-like ","adult-like",2,"Summer","found on the ground","Non-selasphorus spp.","6463_ANHU","Non-Selasphorus",2015-06-17
"2456","2/12/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2606_ANHU","Non-Selasphorus",2004-02-12
"2457","10/28/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1130_ANHU","Non-Selasphorus",1996-10-28
"2458","4/13/2009","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3689_ANHU","Selasphorus",2009-04-13
"2459","3/25/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",6,"Spring","found on the ground","Non-selasphorus spp.","1771_ANHU","Non-Selasphorus",2000-03-25
"2460","7/24/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5688_ANHU","Non-Selasphorus",2016-07-24
"2461","10/12/1996","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","1125_ANHU","Non-Selasphorus",1996-10-12
"2462","2/25/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1965_ANHU","Non-Selasphorus",2001-02-25
"2463","4/11/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","window hit","Non-selasphorus spp.","3250_ANHU","Non-Selasphorus",2007-04-11
"2464","6/16/2006","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3112_ANHU","Selasphorus",2006-06-16
"2465","5/3/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1620_ANHU","Non-Selasphorus",1999-05-03
"2466","3/11/2014","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4895_ANHU","Non-Selasphorus",2014-03-11
"2467","4/11/1994","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","609_ANHU","Selasphorus",1994-04-11
"2468","4/9/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","suspect torpor-like state","Non-selasphorus spp.","3685_ANHU","Non-Selasphorus",2009-04-09
"2469","4/30/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2033_ANHU","Selasphorus",2001-04-30
"2470","9/18/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",180,"Fall","unknown","Selasphorus spp.","6508_ALHU","Selasphorus",2015-09-18
"2471","6/3/1996","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","caught by domestic animal","Non-selasphorus spp.","1067_ANHU","Selasphorus",1996-06-03
"2472","3/13/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","6061_ANHU","Non-Selasphorus",2014-03-13
"2473","1/11/2008","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","3400_ANHU","Non-Selasphorus",2008-01-11
"2474","9/6/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","923_ANHU","Non-Selasphorus",1995-09-06
"2475","8/4/1997","Died","Lindsey","No","BCHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1297_BCHU","Non-Selasphorus",1997-08-04
"2476","6/16/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2273_ANHU","Non-Selasphorus",2002-06-16
"2477","4/9/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1790_ANHU","Non-Selasphorus",2000-04-09
"2478","6/19/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5390_ANHU","Selasphorus",2015-06-19
"2479","5/29/2011","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4226_ANHU","Selasphorus",2011-05-29
"2480","6/6/2014","Released","malibu","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","6260_ANHU","Non-Selasphorus",2014-06-06
"2481","5/4/1995","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","833_ANHU","Non-Selasphorus",1995-05-04
"2482","5/8/2012","Died","Lindsey","No","ANHU","Male","adult-like",1,"Spring","window hit","Non-selasphorus spp.","4462_ANHU","Non-Selasphorus",2012-05-08
"2483","4/30/2013","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4709_ANHU","Non-Selasphorus",2013-04-30
"2484","6/4/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3101_ANHU","Non-Selasphorus",2006-06-04
"2485","5/17/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1826_ANHU","Non-Selasphorus",2000-05-17
"2486","2/17/2015","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","5181_ANHU","Non-Selasphorus",2015-02-17
"2487","4/15/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","window hit","Non-selasphorus spp.","2216_ANHU","Non-Selasphorus",2002-04-15
"2488","6/4/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","855_ANHU","Selasphorus",1995-06-04
"2489","4/23/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","628_ANHU","Non-Selasphorus",1994-04-23
"2490","6/10/2014","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Summer","unknown","Selasphorus spp.","6287_ALHU","Selasphorus",2014-06-10
"2491","3/24/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2422_ANHU","Non-Selasphorus",2003-03-24
"2492","4/24/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5589_ANHU","Non-Selasphorus",2016-04-24
"2493","6/13/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","317_ANHU","Selasphorus",1992-06-13
"2494","8/1/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","1697_ANHU","Non-Selasphorus",1999-08-01
"2495","5/28/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5018_ANHU","Non-Selasphorus",2014-05-28
"2496","5/29/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","2705_ANHU","Selasphorus",2004-05-29
"2497","11/4/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3165_ANHU","Non-Selasphorus",2006-11-04
"2498","5/6/2013","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5933_ANHU","Non-Selasphorus",2013-05-06
"2499","5/8/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Spring","unknown","Non-selasphorus spp.","5311_ANHU","Selasphorus",2015-05-08
"2500","3/26/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","6374_ANHU","Non-Selasphorus",2015-03-26
"2501","7/31/2013","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6021_ANHU","Non-Selasphorus",2013-07-31
"2502","5/30/1996","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1057_ANHU","Selasphorus",1996-05-30
"2503","5/25/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2256_ANHU","Selasphorus",2002-05-25
"2504","4/13/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","250_ANHU","Non-Selasphorus",1992-04-13
"2505","5/23/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5010_ANHU","Non-Selasphorus",2014-05-23
"2506","3/21/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5542_ANHU","Non-Selasphorus",2016-03-21
"2507","4/1/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","1004_ANHU","Non-Selasphorus",1996-04-01
"2508","3/21/2016","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","6682_ANHU","Non-Selasphorus",2016-03-21
"2509","4/19/2009","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","3697_ANHU","Non-Selasphorus",2009-04-19
"2510","11/9/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3383_ANHU","Non-Selasphorus",2007-11-09
"2511","6/19/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2924_ANHU","Selasphorus",2005-06-19
"2512","6/1/1991","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","113_ANHU","Selasphorus",1991-06-01
"2513","9/17/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3576_ANHU","Non-Selasphorus",2008-09-17
"2514","4/19/2007","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3261_ANHU","Non-Selasphorus",2007-04-19
"2515","6/16/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6303_ALHU","Selasphorus",2014-06-16
"2516","3/18/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","222_ANHU","Non-Selasphorus",1992-03-18
"2517","5/16/1999","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1633_ANHU","Non-Selasphorus",1999-05-16
"2518","7/19/1998","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","found on the ground","Selasphorus spp.","1477_ALHU","Selasphorus",1998-07-19
"2519","11/15/2013","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4827_ANHU","Non-Selasphorus",2013-11-15
"2520","4/3/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","found inside","Selasphorus spp.","6536_ALHU","Selasphorus",2015-04-03
"2521","2/3/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5165_ANHU","Non-Selasphorus",2015-02-03
"2522","3/14/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","5529_ANHU","Non-Selasphorus",2016-03-14
"2523","6/28/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5402_ANHU","Selasphorus",2015-06-28
"2524","2/25/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3007_ANHU","Non-Selasphorus",2006-02-25
"2525","7/5/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Summer","found on the ground","Non-selasphorus spp.","1687_ANHU","Non-Selasphorus",1999-07-05
"2526","7/3/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6587_ALHU","Selasphorus",2015-07-03
"2527","6/12/2014","Released","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found inside","Non-selasphorus spp.","5042_ANHU","Non-Selasphorus",2014-06-12
"2528","4/1/2000","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found inside","Selasphorus spp.","1779_ALHU","Selasphorus",2000-04-01
